quantized_duration,count,mean,std,min,25%,50%,75%,max
32.3,3.0,88.33333333333333,16.165807537309522,71.0,81.0,91.0,97.0,103.0
32.4,1.0,75.0,,75.0,75.0,75.0,75.0,75.0
32.5,2.0,71.0,7.0710678118654755,66.0,68.5,71.0,73.5,76.0
32.7,6.0,88.16666666666667,27.286748920797926,43.0,78.0,90.5,107.5,118.0
32.8,3.0,107.0,13.0,92.0,103.0,114.0,114.5,115.0
32.9,4.0,100.5,30.22691956959337,78.0,84.75,89.5,105.25,145.0
33.0,2.0,87.5,13.435028842544403,78.0,82.75,87.5,92.25,97.0
33.1,3.0,95.66666666666667,4.163331998932265,91.0,94.0,97.0,98.0,99.0
33.2,3.0,93.66666666666667,31.00537587795596,71.0,76.0,81.0,105.0,129.0
33.3,5.0,72.0,30.97579700346708,17.0,82.0,84.0,85.0,92.0
33.4,2.0,76.0,53.74011537017761,38.0,57.0,76.0,95.0,114.0
33.5,3.0,96.33333333333333,57.55287424041769,48.0,64.5,81.0,120.5,160.0
33.6,5.0,92.2,30.76849037570742,43.0,88.0,97.0,108.0,125.0
33.7,3.0,106.66666666666667,43.08518693627003,57.0,93.0,129.0,131.5,134.0
33.8,5.0,92.4,36.71920478441765,56.0,64.0,79.0,128.0,135.0
33.9,2.0,98.0,16.97056274847714,86.0,92.0,98.0,104.0,110.0
34.0,3.0,115.0,32.96968304366907,94.0,96.0,98.0,125.5,153.0
34.1,3.0,118.33333333333333,44.09459528483432,76.0,95.5,115.0,139.5,164.0
34.2,3.0,89.66666666666667,34.07834111768548,69.0,70.0,71.0,100.0,129.0
34.3,4.0,111.25,33.53977737950368,64.0,100.0,120.5,131.75,140.0
34.4,3.0,67.0,55.50675634551167,32.0,35.0,38.0,84.5,131.0
34.6,2.0,104.0,15.556349186104045,93.0,98.5,104.0,109.5,115.0
34.7,1.0,56.0,,56.0,56.0,56.0,56.0,56.0
34.8,1.0,115.0,,115.0,115.0,115.0,115.0,115.0
34.9,1.0,138.0,,138.0,138.0,138.0,138.0,138.0
35.0,2.0,104.5,9.192388155425117,98.0,101.25,104.5,107.75,111.0
35.1,2.0,105.5,91.21677477306463,41.0,73.25,105.5,137.75,170.0
35.2,1.0,102.0,,102.0,102.0,102.0,102.0,102.0
35.3,1.0,38.0,,38.0,38.0,38.0,38.0,38.0
35.5,2.0,107.0,19.79898987322333,93.0,100.0,107.0,114.0,121.0
35.6,6.0,124.66666666666667,26.18141834711532,86.0,108.25,129.5,141.75,156.0
35.8,1.0,90.0,,90.0,90.0,90.0,90.0,90.0
35.9,1.0,134.0,,134.0,134.0,134.0,134.0,134.0
36.0,3.0,90.66666666666667,24.826061575153908,63.0,80.5,98.0,104.5,111.0
36.1,1.0,110.0,,110.0,110.0,110.0,110.0,110.0
36.2,1.0,102.0,,102.0,102.0,102.0,102.0,102.0
36.3,1.0,121.0,,121.0,121.0,121.0,121.0,121.0
36.5,2.0,112.0,11.313708498984761,104.0,108.0,112.0,116.0,120.0
36.6,2.0,61.0,1.4142135623730951,60.0,60.5,61.0,61.5,62.0
36.7,1.0,71.0,,71.0,71.0,71.0,71.0,71.0
37.0,2.0,123.5,55.86143571373726,84.0,103.75,123.5,143.25,163.0
37.1,1.0,92.0,,92.0,92.0,92.0,92.0,92.0
37.2,1.0,89.0,,89.0,89.0,89.0,89.0,89.0
37.3,2.0,68.0,35.35533905932738,43.0,55.5,68.0,80.5,93.0
37.4,2.0,116.5,3.5355339059327378,114.0,115.25,116.5,117.75,119.0
37.6,1.0,84.0,,84.0,84.0,84.0,84.0,84.0
37.8,1.0,111.0,,111.0,111.0,111.0,111.0,111.0
38.3,1.0,105.0,,105.0,105.0,105.0,105.0,105.0
38.5,2.0,124.5,45.96194077712559,92.0,108.25,124.5,140.75,157.0
38.6,1.0,89.0,,89.0,89.0,89.0,89.0,89.0
38.7,1.0,30.0,,30.0,30.0,30.0,30.0,30.0
39.2,2.0,103.5,3.5355339059327378,101.0,102.25,103.5,104.75,106.0
39.3,2.0,121.5,13.435028842544403,112.0,116.75,121.5,126.25,131.0
39.4,1.0,106.0,,106.0,106.0,106.0,106.0,106.0
39.6,1.0,116.0,,116.0,116.0,116.0,116.0,116.0
39.8,1.0,56.0,,56.0,56.0,56.0,56.0,56.0
40.1,1.0,145.0,,145.0,145.0,145.0,145.0,145.0
40.2,2.0,78.5,58.68986283848344,37.0,57.75,78.5,99.25,120.0
40.7,1.0,185.0,,185.0,185.0,185.0,185.0,185.0
40.8,2.0,134.0,31.11269837220809,112.0,123.0,134.0,145.0,156.0
41.0,1.0,134.0,,134.0,134.0,134.0,134.0,134.0
41.7,1.0,130.0,,130.0,130.0,130.0,130.0,130.0
41.9,1.0,120.0,,120.0,120.0,120.0,120.0,120.0
42.2,1.0,142.0,,142.0,142.0,142.0,142.0,142.0
42.5,1.0,130.0,,130.0,130.0,130.0,130.0,130.0
42.6,1.0,176.0,,176.0,176.0,176.0,176.0,176.0
42.7,1.0,148.0,,148.0,148.0,148.0,148.0,148.0
42.9,1.0,136.0,,136.0,136.0,136.0,136.0,136.0
43.1,1.0,152.0,,152.0,152.0,152.0,152.0,152.0
43.3,1.0,148.0,,148.0,148.0,148.0,148.0,148.0
43.4,1.0,119.0,,119.0,119.0,119.0,119.0,119.0
43.9,1.0,119.0,,119.0,119.0,119.0,119.0,119.0
44.0,1.0,117.0,,117.0,117.0,117.0,117.0,117.0
44.1,1.0,143.0,,143.0,143.0,143.0,143.0,143.0
44.3,3.0,171.33333333333334,30.6648550189518,137.0,159.0,181.0,188.5,196.0
44.5,1.0,103.0,,103.0,103.0,103.0,103.0,103.0
44.7,2.0,162.0,42.42640687119285,132.0,147.0,162.0,177.0,192.0
45.4,1.0,74.0,,74.0,74.0,74.0,74.0,74.0
45.5,1.0,130.0,,130.0,130.0,130.0,130.0,130.0
45.6,2.0,168.5,14.849242404917497,158.0,163.25,168.5,173.75,179.0
45.9,1.0,122.0,,122.0,122.0,122.0,122.0,122.0
46.2,1.0,177.0,,177.0,177.0,177.0,177.0,177.0
46.5,2.0,113.0,56.568542494923804,73.0,93.0,113.0,133.0,153.0
46.7,1.0,138.0,,138.0,138.0,138.0,138.0,138.0
47.1,1.0,148.0,,148.0,148.0,148.0,148.0,148.0
47.2,1.0,173.0,,173.0,173.0,173.0,173.0,173.0
47.4,1.0,176.0,,176.0,176.0,176.0,176.0,176.0
48.1,1.0,120.0,,120.0,120.0,120.0,120.0,120.0
48.4,1.0,157.0,,157.0,157.0,157.0,157.0,157.0
48.8,1.0,115.0,,115.0,115.0,115.0,115.0,115.0
49.1,1.0,139.0,,139.0,139.0,139.0,139.0,139.0
49.3,1.0,86.0,,86.0,86.0,86.0,86.0,86.0
49.4,1.0,90.0,,90.0,90.0,90.0,90.0,90.0
49.5,2.0,111.5,57.27564927611035,71.0,91.25,111.5,131.75,152.0
49.9,1.0,221.0,,221.0,221.0,221.0,221.0,221.0
50.0,1.0,142.0,,142.0,142.0,142.0,142.0,142.0
50.4,1.0,170.0,,170.0,170.0,170.0,170.0,170.0
51.1,1.0,110.0,,110.0,110.0,110.0,110.0,110.0
51.2,3.0,142.66666666666666,39.1066916694999,102.0,124.0,146.0,163.0,180.0
51.4,1.0,106.0,,106.0,106.0,106.0,106.0,106.0
51.6,2.0,171.5,17.67766952966369,159.0,165.25,171.5,177.75,184.0
52.1,1.0,94.0,,94.0,94.0,94.0,94.0,94.0
52.2,1.0,143.0,,143.0,143.0,143.0,143.0,143.0
52.4,1.0,150.0,,150.0,150.0,150.0,150.0,150.0
52.5,1.0,114.0,,114.0,114.0,114.0,114.0,114.0
52.6,1.0,81.0,,81.0,81.0,81.0,81.0,81.0
52.7,1.0,213.0,,213.0,213.0,213.0,213.0,213.0
53.8,1.0,89.0,,89.0,89.0,89.0,89.0,89.0
54.0,1.0,138.0,,138.0,138.0,138.0,138.0,138.0
54.3,1.0,167.0,,167.0,167.0,167.0,167.0,167.0
55.1,1.0,114.0,,114.0,114.0,114.0,114.0,114.0
55.2,1.0,164.0,,164.0,164.0,164.0,164.0,164.0
55.5,1.0,169.0,,169.0,169.0,169.0,169.0,169.0
55.6,2.0,77.0,35.35533905932738,52.0,64.5,77.0,89.5,102.0
55.7,2.0,140.0,31.11269837220809,118.0,129.0,140.0,151.0,162.0
56.1,1.0,119.0,,119.0,119.0,119.0,119.0,119.0
56.2,1.0,110.0,,110.0,110.0,110.0,110.0,110.0
56.3,1.0,105.0,,105.0,105.0,105.0,105.0,105.0
56.5,1.0,134.0,,134.0,134.0,134.0,134.0,134.0
56.6,1.0,174.0,,174.0,174.0,174.0,174.0,174.0
57.0,1.0,146.0,,146.0,146.0,146.0,146.0,146.0
57.5,1.0,146.0,,146.0,146.0,146.0,146.0,146.0
57.8,1.0,118.0,,118.0,118.0,118.0,118.0,118.0
57.9,1.0,195.0,,195.0,195.0,195.0,195.0,195.0
58.1,1.0,165.0,,165.0,165.0,165.0,165.0,165.0
58.2,1.0,94.0,,94.0,94.0,94.0,94.0,94.0
58.5,2.0,140.5,34.64823227814083,116.0,128.25,140.5,152.75,165.0
58.7,1.0,95.0,,95.0,95.0,95.0,95.0,95.0
58.9,1.0,205.0,,205.0,205.0,205.0,205.0,205.0
59.1,1.0,130.0,,130.0,130.0,130.0,130.0,130.0
59.3,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
59.7,1.0,207.0,,207.0,207.0,207.0,207.0,207.0
59.8,2.0,132.5,43.1335136523794,102.0,117.25,132.5,147.75,163.0
60.0,1.0,164.0,,164.0,164.0,164.0,164.0,164.0
60.6,1.0,111.0,,111.0,111.0,111.0,111.0,111.0
61.3,1.0,160.0,,160.0,160.0,160.0,160.0,160.0
61.8,1.0,152.0,,152.0,152.0,152.0,152.0,152.0
61.9,1.0,193.0,,193.0,193.0,193.0,193.0,193.0
62.1,1.0,162.0,,162.0,162.0,162.0,162.0,162.0
62.4,2.0,146.0,12.727922061357855,137.0,141.5,146.0,150.5,155.0
63.8,1.0,187.0,,187.0,187.0,187.0,187.0,187.0
64.8,1.0,173.0,,173.0,173.0,173.0,173.0,173.0
65.7,1.0,221.0,,221.0,221.0,221.0,221.0,221.0
65.8,1.0,189.0,,189.0,189.0,189.0,189.0,189.0
66.7,1.0,274.0,,274.0,274.0,274.0,274.0,274.0
67.7,1.0,258.0,,258.0,258.0,258.0,258.0,258.0
68.1,1.0,65.0,,65.0,65.0,65.0,65.0,65.0
68.7,1.0,113.0,,113.0,113.0,113.0,113.0,113.0
70.9,1.0,257.0,,257.0,257.0,257.0,257.0,257.0
78.7,1.0,152.0,,152.0,152.0,152.0,152.0,152.0
79.5,1.0,247.0,,247.0,247.0,247.0,247.0,247.0
80.7,1.0,220.0,,220.0,220.0,220.0,220.0,220.0
90.2,1.0,289.0,,289.0,289.0,289.0,289.0,289.0
98.9,1.0,235.0,,235.0,235.0,235.0,235.0,235.0
112.9,1.0,353.0,,353.0,353.0,353.0,353.0,353.0
160.9,1.0,456.0,,456.0,456.0,456.0,456.0,456.0
